id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season,xA/90,npxG/90,npxGxA/90
739,Ola Toivonen,35,1798,7,4.6976210959255695,2,1.3719694316387177,19,21,9,0,F M S,Toulouse,7,4.6976210959255695,6.707924636080861,2.5330976229161024,16/17,0.06867477688959098,0.2351423240452176,0.30381710093480857
3262,Malcom,37,2749,7,6.8045259565114975,4,5.195939343422651,67,51,2,0,F M S,Bordeaux,7,6.044430792331696,12.898421960882843,5.2241980051621795,16/17,0.17011078243289873,0.19788969491082306,0.36800047734372177
3312,Jean Michael Seri,34,2997,7,3.5937371030449867,9,7.480713916942477,32,73,4,0,M,Nice,5,2.07354680262506,16.166183777153492,12.329698661342263,16/17,0.2246460635718462,0.06226867275150331,0.2869147363233495
3424,Guido Carrillo,19,564,7,5.832655364647508,1,1.2305083712562919,20,5,0,0,F S,Monaco,7,5.832655364647508,6.849597038701177,1.0569251663982868,16/17,0.1963577188174934,0.9307428773373683,1.1271005961548617
3561,Romain Hamouma,29,1961,7,6.8741563288494945,5,5.556457145139575,47,50,2,0,F M S,Saint-Etienne,5,5.3539660749956965,10.638891534879804,1.8986863289028406,16/17,0.25501333149544203,0.24572001364080198,0.500733345136244
5619,Pierre Lees-Melou,32,2506,7,3.942169960588217,3,3.2182184560224414,49,28,3,0,F M S,Dijon,7,3.942169960588217,8.787473225966096,3.3595590330660343,16/17,0.11557847607422973,0.14157833058776517,0.2571568066619949
5657,Karl Toko Ekambi,31,2447,7,6.494452436454594,4,3.24254915677011,82,38,0,0,F S,Angers,7,6.494452436454594,13.021514106541872,5.954274542629719,16/17,0.11926008341205963,0.2388642089419344,0.358124292353994
104,Mevlüt Erdinc,24,1408,6,7.156169913709164,1,0.7265342734754086,46,10,1,0,F S,Metz,3,4.115789315663278,4.648508639074862,0.6190752843394876,16/17,0.046440401003399696,0.2630831238705221,0.30952352487392176
963,Eder,31,2469,6,9.636484291404486,4,3.740366054698825,67,31,3,0,F S,Lille,5,8.11629394814372,12.13151878491044,2.9890725687146187,16/17,0.13634384160506044,0.2958551864450931,0.43219902805015353
1800,Kamil Glik,36,3240,6,3.88140363432467,2,0.966575313359499,24,6,6,0,D,Monaco,6,3.88140363432467,6.185073954984546,6.185073954984546,16/17,0.026849314259986084,0.10781676762012972,0.1346660818801158
3256,Valentin Vada,28,1920,6,6.101636544801295,2,2.5097233187407255,30,42,4,0,M S,Bordeaux,4,4.581446268595755,10.76853857561946,6.840256590396166,16/17,0.11764328056597151,0.21475529384042602,0.33239857440639753
3278,Maxwel Cornet,33,1889,6,7.135368766263127,2,1.463797066360712,51,21,1,0,F M S,Lyon,6,7.135368766263127,9.991468619555235,2.8506116829812527,16/17,0.06974152248409958,0.3399593377256122,0.4097008602097118
3333,Francois Kamano,30,1683,6,6.559593404643238,4,3.1874903328716755,65,19,4,0,F M S,Bordeaux,6,6.559593404643238,11.437587204389274,2.9847478475421667,16/17,0.17045402849581154,0.35078039597022664,0.5212344244660382
3474,Younousse Sankhare,37,2961,6,6.726601608097553,4,2.5999464467167854,51,35,4,1,M S,"Bordeaux,Lille",6,6.726601608097553,14.219616303220391,8.419481137767434,16/17,0.07902572786373209,0.20445597593001683,0.28348170379374893
3553,Ángel Di María,29,2053,6,5.974738443270326,7,10.616921172477305,83,77,1,1,F M S,Paris Saint Germain,6,5.974738443270326,19.09286143630743,10.834140354767442,16/17,0.4654276208100134,0.26192228928121253,0.727349910091226
3691,Robert Beric,22,1455,6,3.6044751927256584,0,0.4242444997653365,20,8,0,0,F S,Saint-Etienne,6,2.84438007324934,4.227483121678233,1.4503629226237535,16/17,0.026241927820536276,0.17594103545872206,0.20218296327925833
3746,Gaetan Laborde,36,2018,6,6.886098673567176,5,4.272024109959602,53,29,3,0,F S,Bordeaux,6,6.886098673567176,11.807453891262412,2.5135341212153435,16/17,0.1905263478178217,0.307110446293878,0.4976367941116997
3747,Boschilia,11,436,6,2.6796493381261826,2,1.3326177150011063,20,10,1,0,F M S,Monaco,6,2.6796493381261826,3.149887442588806,0.3433105945587158,16/17,0.2750816384176596,0.5531386248425607,0.8282202632602202
5715,Prejuce Nakoulma,11,828,6,4.374118596315384,0,0.8161176480352879,24,11,3,0,F M S,Nantes,6,4.374118596315384,5.170609101653099,0.5141971074044704,16/17,0.08870844000383564,0.47544767351254175,0.5641561135163774
555,Memphis Depay,16,1102,5,7.083416998386383,7,3.886231906712055,47,31,1,0,F M S,Lyon,5,7.083416998386383,10.101137574762106,1.818594898097217,16/17,0.317387360802255,0.5785004808119552,0.8958878416142102
1064,Sylvain Marveaux,24,1926,5,3.2018289547413588,6,5.328633230179548,32,50,1,0,F M,Lorient,5,3.2018289547413588,10.525189682841301,5.89093191921711,16/17,0.24900155281212843,0.1496181754552037,0.39861972826733216
